Name,Power,Accuracy,Damage Class,Description,Effect
Voz Cautivadora,40.0,,special,"Obnubila a los oponentes con su fascinante voz y
les provoca daños emocionales. Siempre acierta
al objetivo.",Inflicts regular damage.  Ignores accuracy and evasion.
Última Palabra,,100.0,status,"El usuario se cambia por otro Pokémon de su
equipo, pero antes amedrenta a su oponente y
hace que disminuyan su Ataque y Ataque Especial.",Lowers all targets' Attack and Special Attack by one stage.  Makes the user switch out.
Reversión,,,status,"Invierte por completo los cambios en las
características del Pokémon objetivo.",Inverts the target's stat modifiers.
Beso Drenaje,50.0,100.0,special,"Absorbe PS del objetivo con un beso y restaura
su propia energía en una cantidad igual o superior
a la mitad del daño infligido.",Deals regular damage.  Drains 75% of the damage inflicted to heal the user.
Truco Defensa,,,status,"Usa unos misteriosos poderes para protegerse a sí
mismo y a sus aliados de ataques de estado, pero
no de otro tipo de ataques.","Protects all friendly Pokémon from non-damaging moves for the rest of the turn.

Unlike other blocking moves, this move may be used consecutively without its chance of success falling."
Defensa Floral,,,status,"Aumenta la Defensa de todos los Pokémon de tipo
Planta que hay en el combate usando unos
misteriosos poderes.",Raises the Defense of all grass Pokémon in battle.
Campo de Hierba,,,status,"Convierte el terreno de combate en un campo de
hierba durante cinco turnos. Los Pokémon que
estén en el suelo recuperan PS en cada turno.","For five turns, heals all Pokémon on the ground for 1/16 their max HP each turn and strengthens their grass moves to 1.5× their power.

Changes nature power to energy ball."
Campo de Niebla,,,status,"Cubre de niebla el terreno de combate durante
cinco turnos. Los Pokémon que estén en el suelo
no se ven afectados por cambios de estado.","For five turns, protects all Pokémon on the ground from major status ailments and confusion and weakens dragon moves used against them to 0.5× their power.

Changes nature power to moonblast."
Electrificación,,,status,"Si el Pokémon objetivo queda electrificado antes
de usar un movimiento, este será de tipo Eléctrico.",Changes the target's move's type to electric if it hasn't moved yet this turn.
Carantoña,90.0,90.0,physical,"El Pokémon que lo usa le hace cucamonas al
objetivo y lo ataca. Puede disminuir el Ataque
del objetivo.",Inflicts regular damage.  Has a 10% chance to lower the target's Attack by one stage.
Viento Feérico,40.0,100.0,special,"El Pokémon que lo usa desata un vendaval feérico
que arremete contra el objetivo.",Inflicts regular damage.
Fuerza Lunar,95.0,100.0,special,"Invoca el poder de la luna para atacar al objetivo.
Puede disminuir el Ataque Especial del objetivo.",Inflicts regular damage.  Has a 30% chance to lower the target's Special Attack by one stage.
Estruendo,140.0,100.0,special,"Ataca a todos los Pokémon a su alrededor con
una potentísima onda sonora.",Inflicts regular damage.
Cerrojo Feérico,,,status,"Consigue que ningún Pokémon pueda huir en el
siguiente turno echando un cerrojo.",Prevents all Pokémon from fleeing or switching out during the next turn.
Escudo Real,,,status,"Asume una estrategia defensiva a la par que
se protege de cualquier daño. Disminuye mucho
el Ataque de cualquier Pokémon que lo toque.",Blocks damaging attacks and lowers attacking Pokémon's Attack by two stages on contact.  Switches Aegislash to Shield Forme.
Camaradería,,,status,"Se hace amigo de su oponente y consigue que a
este se le quiten las ganas de combatir. Además,
reduce su Ataque.",Lowers the target's Attack by one stage.
Confidencia,,,status,"Hace que el objetivo pierda la concentración
contándole un secreto. Disminuye el Ataque
Especial del oponente.",Lowers the target's Special Attack by one stage.
Torm. Diamantes,100.0,95.0,physical,"Desata un devastador vendaval de diamantes
para dañar a los oponentes. Puede aumentar
la Defensa del usuario.",Inflicts regular damage.  Has a 50% chance to raise the user's Defense by two stages for each target hit.
Chorro de Vapor,110.0,95.0,special,"Envuelve al Pokémon oponente con vapor
extremadamente caliente que puede llegar a
quemarlo.",Inflicts regular damage.  Has a 30% chance to burn the target.
Paso Dimensional,80.0,,special,"El usuario aparece junto a su objetivo usando un
agujero interdimensional y le asesta un golpe que
no puede esquivarse con Protección ni Detección.",Inflicts regular damage.  Bypasses and removes any protection effect on the target.
Shuriken de Agua,15.0,100.0,special,"Golpea al oponente de 2 a 5 veces con estrellas
arrojadizas hechas de mucosidad. El que lo usa
siempre ataca primero.",Inflicts regular damage.  Hits 2–5 times.
Llama Embrujada,75.0,100.0,special,"Lanza por su boca una singular llama a gran
temperatura con la que ataca a su oponente y
baja su Ataque Especial.",Inflicts regular damage.  Has a 100% chance to lower the target's Special Attack by one stage.
Barrera Espinosa,,,status,"Evita el ataque de su oponente y, al mismo tiempo,
le inflige daño si ha entrado en contacto con él.",Blocks damaging attacks and damages attacking Pokémon for 1/8 their max HP.
Niebla Aromática,,,status,"Consigue aumentar la Defensa Especial de
un Pokémon de su equipo con una fragancia
misteriosa.",Raises a selected ally's Special Defense by one stage.
Onda Anómala,,100.0,status,"Su cuerpo irradia unas raras ondas que, al alcanzar
a un oponente, hacen que disminuya mucho su
Ataque Especial.",Lowers the target's Special Attack by two stages.
Trampa Venenosa,,100.0,status,"Impregna a su objetivo con un líquido venenoso
que disminuye el Ataque, el At. Esp. y la Velocidad.
Solo afecta a Pokémon ya envenenados.","Lowers the target's Attack, Special Attack, and Speed by one stage if it is poisoned."
Polvo Explosivo,,100.0,status,"Esparce un polvo sobre el Pokémon objetivo.
Si este usa un movimiento de tipo Fuego en el
mismo turno, el polvo explota y le inflige daño.","Explodes if the target uses a fire move this turn, damaging it for 1/4 its max HP and preventing the move."
Geocontrol,,,status,"Concentra energía durante el primer turno, de
forma que su Velocidad, Ataque Especial y
Defensa Especial aumenten mucho en el segundo.","Takes one turn to charge, then raises the user's Special Attack, Special Defense, and Speed by two stages."
Aura Magnética,,,status,"Manipula el campo magnético y logra aumentar la
Defensa y la Def. Esp. de los Pokémon aliados
que cuenten con las habilidades Más y Menos.",Raises the Defense and Special Defense of all friendly Pokémon with plus or minus by one stage.
Paga Extra,,,status,"Al usar este movimiento se consigue duplicar
la recompensa recibida tras el combate.","Doubles prize money.

Stacks with a held item.  Only works once per battle."
Campo Eléctrico,,,status,"Durante cinco turnos, crea un campo eléctrico en
el terreno de combate que impide dormirse a los
Pokémon que estén en contacto con el suelo.","For five turns, prevents all Pokémon on the ground from sleeping and strengthens their electric moves to 1.5× their power.

Changes nature power to thunderbolt."
Brillo Mágico,80.0,100.0,special,Inflige daño a los oponentes con una potente luz.,Inflicts regular damage.
Celebración,,,status,"El Pokémon te felicita en un día muy especial
para ti.",Does nothing.
Manos Juntas,,,status,"El Pokémon le da la mano a un aliado y ambos se
sienten muy felices.",Does nothing.
Ojitos Tiernos,,100.0,status,"Lanza una mirada al Pokémon objetivo con ojos
acaramelados, con lo que logra que su Ataque se
reduzca. El que lo usa siempre ataca primero.",Lowers the target's Attack by one stage.
Moflete Estático,20.0,100.0,physical,"Quien lo usa frota sus mofletes cargados de
electricidad contra el Pokémon objetivo y
consigue paralizarlo.",Inflicts regular damage.  Has a 100% chance to paralyze the target.
Clemencia,40.0,100.0,physical,"El usuario se contiene a la hora de atacar y deja
al Pokémon objetivo con al menos 1 PS.",Inflicts regular damage.  Will not reduce the target's HP below 1.
Acoso,20.0,100.0,special,"Hostiga al Pokémon objetivo durante cuatro o
cinco turnos e impide que pueda huir mientras
tanto.","Inflicts regular damage.  For the next 2–5 turns, the target cannot leave the field and is damaged for 1/16 its max HP at the end of each turn.  The user continues to use other moves during this time.  If the user leaves the field, this effect ends.

Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.

rapid spin cancels this effect."
Puño Incremento,40.0,100.0,physical,"Cada vez que golpea a un oponente se endurecen
sus puños. Si acierta al objetivo, el Ataque del
usuario aumenta.",Inflicts regular damage.  Raises the user's Attack by one stage.
Ala Mortífera,80.0,100.0,special,"El usuario absorbe energía del Pokémon
objetivo y aumenta sus PS en una cantidad
igual o superior a la mitad del daño infligido.",Deals regular damage.  Drains 75% of the damage inflicted to heal the user.
Mil Flechas,90.0,100.0,physical,"Acierta incluso a Pokémon que estén en el aire
y los hace caer al suelo.",Inflicts regular damage.  Grounds the target until it leaves battle.  Ignores levitation effects and the immunity of flying-type Pokémon.
Mil Temblores,90.0,100.0,physical,"El usuario genera ondas sísmicas que se propagan
por el suelo y sacuden a los oponentes. Los
Pokémon alcanzados no podrán huir del combate.",Inflicts regular damage.  Traps the target.
Fuerza Telúrica,90.0,100.0,physical,"Acumula energía de la corteza terrestre y la
concentra contra los oponentes, dañándolos.",Inflicts regular damage.
Luz Aniquiladora,140.0,90.0,special,"El usuario emplea el poder de la Flor Eterna para
lanzar un potente rayo de luz, pero sufre bastante
daño al hacerlo.",Inflicts regular damage.  User takes 1/2 the damage it inflicts in recoil.
Pulso Primigenio,110.0,85.0,special,"Ataca al objetivo con una infinidad de rayos de luz 
azulada.",Inflicts regular damage.
Filo del Abismo,120.0,85.0,physical,"Hace que el poder latente de la tierra se manifieste en 
forma de hojas afiladas y ataca al objetivo con ellas.",Inflicts regular damage.
Ascenso Draco,120.0,100.0,physical,"El usuario se precipita desde el cielo a una velocidad 
de vértigo para atacar al objetivo, pero hace que
bajen la Defensa y la Defensa Especial del usuario.","Inflicts regular damage, then lowers the user's Defense and Special Defense by one stage each."
Cerco Dimensión,100.0,,physical,"Ataca al objetivo con una ráfaga de golpes que pasan 
por alto los efectos de movimientos como Protección
o Detección. Hace que baje la Defensa del usuario.",Inflicts regular damage.  Bypasses and removes any protection effect on the target.
Carrera Arrolladora,,,physical,"El usuario emplea el Poder Z para coger carrerilla y
arremeter contra el objetivo con gran fuerza. Su
potencia depende de la del movimiento original.",Inflicts regular damage.
Carrera Arrolladora,,,special,Dummy data,Inflicts regular damage.
Ráfaga Demoledora,,,physical,"Emplea el Poder Z para lanzar una sarta de golpes
demoledores contra el objetivo. Su potencia depende
de la del movimiento original.",Inflicts regular damage.
Ráfaga Demoledora,,,special,Dummy data,Inflicts regular damage.
Picado Supersónico,,,physical,"El usuario emplea el Poder Z para volar muy alto y
abalanzarse en picado sobre el objetivo. Su potencia
depende de la del movimiento original.",Inflicts regular damage.
Picado Supersónico,,,special,Dummy data,Inflicts regular damage.
Diluvio Corrosivo,,,physical,"El usuario emplea el Poder Z para crear una ciénaga
venenosa en la que sumerge al objetivo. Su potencia
depende de la del movimiento original.",Inflicts regular damage.
Diluvio Corrosivo,,,special,Dummy data,Inflicts regular damage.
Barrena Telúrica,,,physical,"Emplea el Poder Z para abrir una profunda grieta en
el suelo que se traga al oponente. Su potencia
depende de la del movimiento original.",Inflicts regular damage.
Barrena Telúrica,,,special,Dummy data,Inflicts regular damage.
Aplastamiento Gigalítico,,,physical,"El usuario emplea el Poder Z para crear una montaña
rocosa con la que aplasta al objetivo. Su potencia
depende de la del movimiento original.",Inflicts regular damage.
Aplastamiento Gigalítico,,,special,Dummy data,Inflicts regular damage.
Guadaña Sedosa,,,physical,"Emplea el Poder Z para encerrar a su oponente en
un capullo contra el que arremete con fuerza. 
Su potencia depende de la del movimiento original.",Inflicts regular damage.
Guadaña Sedosa,,,special,Dummy data,Inflicts regular damage.
Presa Espectral,,,physical,"El usuario emplea el Poder Z para invocar a unos
espectros encolerizados que apresan al objetivo. 
Su potencia depende de la del movimiento original.",Inflicts regular damage.
Presa Espectral,,,special,Dummy data,Inflicts regular damage.
Hélice Trepanadora,,,physical,"El usuario emplea el Poder Z para girar a toda
velocidad y perforar al objetivo. Su potencia
depende de la del movimiento original.",Inflicts regular damage.
Hélice Trepanadora,,,special,Dummy data,Inflicts regular damage.
Hecatombe Pírica,,,physical,"El usuario emplea el Poder Z para lanzar una
enorme llamarada con la que calcina a su objetivo.
Su potencia depende de la del movimiento original.",Inflicts regular damage.
Hecatombe Pírica,,,special,Dummy data,Inflicts regular damage.
Hidrovórtice Abisal,,,physical,"El usuario emplea el Poder Z para crear un potente
torbellino de agua que engulle al objetivo. Su
potencia depende de la del movimiento original.",Inflicts regular damage.
Hidrovórtice Abisal,,,special,Dummy data,Inflicts regular damage.
Megatón Floral,,,physical,"Emplea el Poder Z para concentrar la energía de la
vegetación que lo rodea y atacar al objetivo. Su
potencia depende de la del movimiento original.",Inflicts regular damage.
Megatón Floral,,,special,Dummy data,Inflicts regular damage.
Gigavoltio Destructor,,,physical,"El usuario emplea el Poder Z para generar una fuerte
descarga eléctrica con la que electrocuta al objetivo.
Su potencia depende de la del movimiento original.",Inflicts regular damage.
Gigavoltio Destructor,,,special,Dummy data,Inflicts regular damage.
Disruptor Psíquico,,,physical,"Emplea el Poder Z para manipular la mente del
objetivo, infligiéndole un daño ingente. Su potencia
depende de la del movimiento original.",Inflicts regular damage.
Disruptor Psíquico,,,special,Dummy data,Inflicts regular damage.
Crioaliento Despiadado,,,physical,"Emplea el Poder Z para lanzar un rayo de hielo que
baja la temperatura de golpe y congela al objetivo.
Su potencia depende de la del movimiento original.",Inflicts regular damage.
Crioaliento Despiadado,,,special,Dummy data,Inflicts regular damage.
Dracoaliento Devastador,,,physical,"El usuario emplea el Poder Z para materializar su
aura y golpear al objetivo. Su potencia depende de
la del movimiento original.",Inflicts regular damage.
Dracoaliento Devastador,,,special,Dummy data,Inflicts regular damage.
Agujero Negro Aniquilador,,,physical,"El usuario emplea el Poder Z para generar un agujero
negro que absorbe al objetivo. Su potencia depende
de la del movimiento original.",Inflicts regular damage.
Agujero Negro Aniquilador,,,special,Dummy data,Inflicts regular damage.
Arrumaco Sideral,,,physical,"El usuario emplea el Poder Z para crear una
dimensión fascinante que deja al rival a su merced.
Su potencia depende de la del movimiento original.",Inflicts regular damage.
Arrumaco Sideral,,,special,Dummy data,Inflicts regular damage.
Pikavoltio Letal,210.0,,physical,"Pikachu emplea el Poder Z para acumular una gran
cantidad de electricidad en su cuerpo y arremeter
contra el objetivo.",Inflicts regular damage.
Recogearena,,,status,"Restaura la mitad de los PS máximos del usuario.
Durante las tormentas de arena, restaura aún más
PS.","Heals the user for ½ its max HP.  During a sandstorm, the healing is increased to ⅔."
Escaramuza,90.0,100.0,physical,"Movimiento de gran potencia que solo puede usarse
en el turno en que el usuario sale al combate.",Inflicts regular damage. Can only be used on the user's first turn after entering the field.
Búnker,,,status,"Protege de los ataques y, al mismo tiempo, envenena
al Pokémon que use un movimiento de contacto
contra el usuario.","Grants the user protection for the rest of the turn.  If a Pokémon attempts to use a move that makes contact with the user, that Pokémon will be poisoned.  This move's chance of success halves every time it's used consecutively with any other protection move."
Puntada Sombría,80.0,100.0,physical,"Ataca al oponente y, al mismo tiempo, fija su sombra
al terreno, impidiendo su huida.",Inflicts regular damage.  Traps the target.
Lariat Oscuro,85.0,100.0,physical,"Gira sobre sí mismo y golpea al oponente con ambos
brazos. Ignora los cambios en las características del
objetivo.","Inflicts regular damage.  Damage calculation ignores the target's stat modifiers, including evasion."
Aria Burbuja,90.0,100.0,special,"Libera burbujas al cantar. Este movimiento cura las
quemaduras de los Pokémon que reciban daño.","Inflicts regular damage.  If the target has a burn and takes damage from this move, its burn is healed."
Martillo Hielo,100.0,90.0,physical,"Un terrible puño golpea al contrincante, pero la
Velocidad del usuario se ve reducida.","Inflicts regular damage, then lowers the user's Speed by one stage."
Cura Floral,,,status,"Restaura la mitad de los PS máximos del objetivo.
Es más efectivo cuando se usa en conjunción con
Campo de Hierba.","Heals the target for ½ its max HP.  If grassy terrain is in effect, heals for ⅔ instead."
Fuerza Equina,95.0,95.0,physical,Asesta un golpe devastador usando todo su cuerpo.,Inflicts regular damage.
Absorbefuerza,,100.0,status,"Restaura una cantidad de PS equivalente al valor de
Ataque del rival, que además verá reducida esta
característica.","Lowers the target's Attack by one stage.  Heals the user by the target's current Attack, including modifiers, but not including this move's Attack-lowering effect.

If the target's Attack is already at -6, this move will fail.  In any other situation that would prevent a stat modification, the healing will still succeed."
Cuchilla Solar,125.0,100.0,physical,"El usuario dedica un turno a absorber energía
lumínica y concentrarla en forma de cuchilla con la
que ataca al rival al turno siguiente.","Inflicts regular damage.  User charges for one turn before attacking.

During sunny day, the charge turn is skipped.

During hail, rain dance, or sandstorm, power is halved.

This move cannot be selected by sleep talk."
Follaje,40.0,100.0,physical,Ataca al oponente lanzando hojas.,Inflicts regular damage.
Foco,,,status,"Convierte a uno de los Pokémon que están
combatiendo en el foco de atención, de modo que
todos los ataques se dirijan hacia él.","For the duration of the turn, if the target is also a valid target for a move used by one of its opponents, that move will target it instead."
Hilo Venenoso,,100.0,status,"Ataca al oponente con hilillos venenosos que
reducen su Velocidad y lo envenenan.",Poisons the target and lowers its Speed by one stage.
Aguzar,,,status,"El usuario se concentra para que el siguiente ataque
propine un golpe crítico.",The user's next move will result in a critical hit.
Piñón Auxiliar,,,status,"Cambia de marcha y logra aumentar el Ataque y el
Ataque Especial de los Pokémon aliados que cuenten
con las habilidades Más y Menos.",Raises the Attack and Special Attack of all friendly Pokémon with plus or minus by one stage.
Golpe Mordaza,80.0,100.0,physical,"Inflige al rival un dolor tan abrumador que le impide
utilizar durante dos turnos ataques que se sirven del
sonido.","Inflicts regular damage.  Silences the target for two turns, preventing it from using any sound-based moves."
Bola de Polen,90.0,100.0,special,"Ataca al oponente con una bola explosiva. Si esta
alcanza a un aliado, le hará recuperar PS.","If the target is an opponent, inflicts regular damage.  If the target is an ally, heals the target for 50% of its max HP."
Anclaje,80.0,100.0,physical,"Ataca lanzando un ancla al oponente, que queda
atrapado y no puede huir.",Inflicts regular damage.  Traps the target.
Campo Psíquico,,,status,"Durante cinco turnos, se potencian los movimientos
de tipo Psíquico y los Pokémon que están en el suelo
quedan protegidos contra movimientos con prioridad.","Changes the terrain to Psychic Terrain for 5 turns.  Overrides electric terrain, grassy terrain, and misty terrain.

All Pokémon on the ground are immune to moves with priority greater than 0.  (Moves that target the field rather than individual Pokémon, such as spikes, are not affected.)  Additionally, when a Pokémon on the ground uses a psychic-type move, that move's power is increased to 1.5×.

If a Pokémon is holding a Terrain Extender when creating Psychic Terrain (by any means), the effect lasts for 8 turns instead of 5."
Plancha,80.0,100.0,physical,"Ataca al oponente abalanzándose sobre él con todas
sus fuerzas y reduce su Ataque.",Inflicts regular damage.  Lowers the target's Attack by one stage.
Látigo Ígneo,80.0,100.0,physical,"Golpea al oponente con un látigo incandescente y
reduce su Defensa.",Inflicts regular damage.  Lowers the target's Defense by one stage.
Chulería,20.0,100.0,physical,"Ataca al oponente presumiendo de su fuerza. Cuanto
más hayan subido las características del usuario,
mayor será el daño.","Inflicts regular damage.  Power is increased by 100% its original value for every stage any of the user's stats have been raised.  Accuracy, evasion, and lowered stats do not affect this move's power.  For a Pokémon with all five stats modified to +6, this move's power is 31×."
Llama Final,130.0,100.0,special,"Utiliza hasta el último resquicio de llamas de su
cuerpo para infligir un grave daño al oponente. Tras
el ataque, el usuario deja de ser de tipo Fuego.","Inflicts regular damage.  Removes the user's fire type after damage calculation.  If the user is not fire-type, this move will fail."
Cambiavelocidad,,,status,Intercambia su Velocidad por la del oponente.,Exchanges the original Speed stats of the user and target.
Cuerno Certero,70.0,,physical,"Ensarta al adversario con su afilada cornamenta.
Este movimiento acierta siempre.",Inflicts regular damage.  Ignores accuracy and evasion modifiers.
Purificación,,,status,"Cura los problemas de estado del Pokémon rival y
a cambio recupera PS propios.","Cures the target of its major status ailment and heals the user for 50% of its max HP.  If the target has no major status ailment, this move will fail."
Danza Despertar,90.0,100.0,special,"Ataque que consiste en un baile muy enérgico. El tipo
de este ataque se corresponde con el del Pokémon
que lo ejecuta.","Inflicts regular damage.  This move's type matches the user's first type, if any; otherwise, it's typeless."
Núcleo Castigo,100.0,100.0,special,"Inflige daño al rival, y si este ya ha hecho uso de
algún movimiento, pierde su habilidad.","Inflicts regular damage.  If the target has already moved this turn, its ability is nullified."
Patada Tropical,70.0,100.0,physical,"Lanza una patada con la fuerza del trópico que
golpea al rival y reduce su Ataque.",Inflicts regular damage.  Lowers the target's Attack by one stage.
Mandato,,,status,"Fuerza al objetivo a repetir inmediatamente su último
movimiento.","The target immediately uses its most recently-used move.  This is independent of the target's normal action for the turn (i.e., it may end up moving twice), but otherwise functions as usual, including deduction of PP.  This effect works for disabled moves and ignores torment."
Pico Cañón,100.0,100.0,physical,"Primero aumenta la temperatura de su pico y luego
ejecuta un ataque. Quema al rival si este le propina
un ataque físico mientras está calentando el pico.","Begins charging at the start of the turn, then attacks as normal.  Any Pokémon that makes contact with the user while charging is burned.  The charging is not affected by accuracy, sleep, paralysis, or any other effect that would interfere with a move."
Fragor Escamas,110.0,100.0,special,"Frota todas las escamas de su cuerpo para crear un
fuerte sonido con el que ataca. Cuando el ataque
termina, su Defensa se ve reducida.",Inflicts regular damage.  Lowers the user's Defense by one stage.
Martillo Dragón,90.0,100.0,physical,"Usa el cuerpo como un martillo para abalanzarse
sobre su rival y causarle daño.",Inflicts regular damage.
Giro Vil,60.0,100.0,physical,Hace pivotar su cuerpo para infligir daño a su rival.,Inflicts regular damage.
Velo Aurora,,,status,"Reduce el daño de los ataques físicos y especiales
que ejecuta el rival durante cinco turnos. Solo puede
usarse cuando está granizando.","Places the Aurora Veil effect on the user's side of the field for the next 5 turns.  If the weather is not hail, or the weather is disabled by the effects of cloud nine or air lock, this move will fail.

Any regular damage dealt to an affected Pokémon is reduced by ½.  (If there are multiple Pokémon on the affected field, the reduction is ⅓.)"
Aluvión de Flechas Sombrías,180.0,,physical,"Decidueye usa el Poder Z para proyectar multitud de
flechas potentísimas que atraviesan a su oponente.",Inflicts regular damage.
Hiperplancha Oscura,180.0,,physical,"Incineroar refuerza sus músculos con el Poder Z para
golpear con todas sus fuerzas a su oponente.",Inflicts regular damage.
Sinfonía de la Diva Marina,195.0,,special,"Primarina invoca ingentes cantidades de agua con el
Poder Z para atacar con gran potencia a su rival.",Inflicts regular damage.
Cólera del Guardián,,,special,"Los Pokémon Dios Nativo canalizan la energía de
Alola gracias al Poder Z y atacan con gran fuerza a
sus rivales reduciendo un gran porcentaje de sus PS.",Inflicts direct damage equal to ¾ of the target's remaining HP.
Constelación Robaalmas,195.0,,physical,"Cuando Marshadow obtiene el Poder Z, lanza una
potente y continua oleada de puñetazos y patadas
con la que castiga a su rival.",Inflicts regular damage.
Surfeo Galvánico,175.0,,special,"Cuando un Raichu de Alola obtiene el Poder Z, lanza
un potente ataque contra su enemigo y lo deja
paralizado.",Inflicts regular damage.  Has a 100% chance to paralyze the target.
Arrojo Intempestivo,210.0,,physical,"Gracias al Poder Z, Snorlax puede mover su enorme
cuerpo con gran agilidad y determinación, cargando
sobre el oponente con todas sus fuerzas.",Inflicts regular damage.
Novena Potencia,,,status,"Cuando Eevee obtiene el Poder Z, toma prestada la
energía de sus amigos evolucionados para potenciar
enormemente sus características.","Raises the user's Attack, Defense, Special Attack, Special Defense, and Speed by two stages each."
Supernova Original,185.0,,special,"Mew usa el Poder Z para realizar un potente ataque
contra su adversario y crear un Campo Psíquico
sobre el terreno.","Inflicts regular damage, then (if successful) changes the terrain to psychic terrain."
Coraza Trampa,150.0,100.0,special,"El caparazón del Pokémon se convierte en una
trampa. Si le alcanza un ataque físico, la trampa
estalla y el atacante sufre daño.","Inflicts regular damage.  If the user was not yet hit by an opponent's physical move this turn, this move will fail."
Cañón Floral,130.0,90.0,special,"El usuario emite un potente rayo, pero su Ataque
Especial se reduce mucho.","Inflicts regular damage, then lowers the user's Special Attack by two stages."
Psicocolmillo,85.0,100.0,physical,"Ataca a sus rivales con poderes psíquicos que
además destruyen barreras como Pantalla de Luz y
Reflejo.","Destroys any light screen or reflect on the target's side of the field, then inflicts regular damage."
Pataleta,75.0,100.0,physical,"Usa la frustración como revulsivo para atacar. La
potencia de Pataleta se duplica si el usuario ha
fallado el último movimiento usado.","Inflicts regular damage.  Power is doubled if the user's last move failed for any reason (i.e., produced the message ""But it failed!"") or was ineffective due to types."
Hueso Sombrío,85.0,100.0,physical,"Ataca al oponente golpeándole con un hueso poseído
por un espíritu. Puede reducir la Defensa del
objetivo.",Inflicts regular damage.  Has a 20% chance to lower the target's Defense by one stage.
Roca Veloz,40.0,100.0,physical,"El usuario se lanza contra el objetivo a gran
velocidad. Siempre ataca primero.",Inflicts regular damage.
Hidroariete,85.0,100.0,physical,"Ataca golpeando gracias a la fuerza del agua.
También puede reducir la Defensa del objetivo.",Inflicts regular damage.  Has a 20% chance to lower the target's Defense by one stage.
Láser Prisma,160.0,100.0,special,"El usuario utiliza un prisma para emitir un rayo de
gran potencia, pero no puede moverse en el turno
siguiente.","Inflicts regular damage.  User loses its next turn to ""recharge"", and cannot attack or switch out during that turn."
Robasombra,90.0,100.0,physical,"El usuario se esconde en la sombra del objetivo y lo
ataca tras robarle las mejoras en sus
características.","Steals the target's stat increases, then inflicts regular damage.  Will not steal stat increases that would put any of the user's stats at more than +6; any excess is left on the target.  Stolen increases are affected by abilities as normal."
Meteoimpacto,100.0,100.0,physical,"Ataca al objetivo con la potencia de un meteoro,
ignorando su habilidad.","Inflicts regular damage.  Other Pokémon's abilities cannot activate in response to this move.  In particular, it hits through disguise"
Rayo Umbrío,100.0,100.0,special,"Ataca con un rayo misterioso que ignora la habilidad
del objetivo.","Inflicts regular damage.  Other Pokémon's abilities cannot activate in response to this move.  In particular, it hits through disguise"
Ojos Llorosos,,,status,"Mira al objetivo con ojos llorosos para hacerle
perder su espíritu combativo y reduce su Ataque y
Ataque Especial.",Lowers the target's Attack and Special Attack by one stage each.
Electropunzada,80.0,100.0,physical,"El usuario se lanza contra el objetivo y le suelta una
potente descarga eléctrica que puede hacerlo
retroceder.",Inflicts regular damage.  Has a 30% chance to make the target flinch.
Furia Natural,,90.0,special,"Golpea al objetivo con la furia de la naturaleza y
reduce sus PS a la mitad.",Inflicts typeless damage equal to half the target's remaining HP.
Multiataque,120.0,100.0,physical,"El Pokémon se rodea de una potente energía con la
que golpea al rival. El tipo del movimiento depende
del disco que lleva el usuario.","Inflicts regular damage.  If the user is holding a plate or a drive, this move's type is the type corresponding to that item.

Note: This effect is technically shared by both techno blast and judgment; however, Techno Blast is only affected by drives, and Judgment is only affected by plates."
Gigarrayo Fulminante,195.0,,special,"Los Pikachu con gorra acumulan una carga eléctrica
descomunal gracias al Poder Z y la lanzan contra el
objetivo. Suele ser crítico.",Inflicts regular damage.
Cabeza Sorpresa,150.0,100.0,special,"El usuario hace explotar su cabeza para atacar a
todos los Pokémon que se hallan a su alrededor,
aunque también se hiere a sí mismo.","Inflicts damage, and the user takes damage equal to half of its max HP, rounded up. The user still takes damage if the move is blocked by Protect or Substitute, misses, or if the target has Flash Fire."
Puños Plasma,100.0,100.0,physical,"El usuario ataca con puños cargados de electricidad.
Convierte los movimientos de tipo Normal en
movimientos de tipo Eléctrico.",Inflicts regular damage.
Géiser Fotónico,100.0,100.0,special,"El usuario ataca con una gran columna de luz.
Compara sus valores de Ataque y Ataque Especial
para infligir daño con el más alto de los dos.",Inflicts regular damage.
Fotodestrucción Apocalíptica,200.0,,special,"Necrozma escoge la característica que tenga el valor
más alto entre el Ataque y el Ataque Especial para
infligir daño, ignorando la habilidad del objetivo.","Inflicts damage using either Attack or Special Attack stat, whichever is higher. Determining which stat is used takes into account stat changes but not held items or abilities."
Embestida Solar,200.0,,physical,"Solgaleo ataca con toda su fuerza tras imbuirse del
Poder Z. Este movimiento ignora la habilidad del
objetivo.","Inflicts regular damage.  Other Pokémon's abilities cannot activate in response to this move.  In particular, it hits through disguise"
Deflagración Lunar,200.0,,special,"Lunala ataca con toda su fuerza tras imbuirse del
Poder Z. Este movimiento ignora la habilidad del
objetivo.","Inflicts regular damage.  Other Pokémon's abilities cannot activate in response to this move.  In particular, it hits through disguise"
Somanta Amistosa,190.0,,physical,"Mimikyu ataca con toda su fuerza tras imbuirse del
Poder Z y asesta una lluvia de golpes.","After inflicting damage, all Normal-type moves become Electric-type for the remainder of the turn, including status moves. This effect is applied after move type-changing abilities, such as Pixilate and Normalize."
Tempestad Rocosa,190.0,,physical,"Lycanroc ataca con toda su fuerza tras imbuirse del
Poder Z y neutraliza el campo que esté activo.",Inflicts damage and removes any terrain present on the battlefield.
